224791,0,1977494232,Sat May 30 21:05:14 PDT 2009,webg33k,Eatting dinner alone
496440,0,2185571431,Mon Jun 15 17:34:54 PDT 2009,JelliAbaby,damn and I'm still craving for pho  haha
560181,0,2205136379,Wed Jun 17 04:02:46 PDT 2009,madinakerry,@littlemrstom omg i knowww  you finished all your exams now?
531520,0,2196354683,Tue Jun 16 12:21:42 PDT 2009,derek_britt,Break time! Only fifteen minutes though  loving our training in missions though... http://yfrog.com/4anouj
366926,0,2049017449,Fri Jun 05 16:09:18 PDT 2009,DinkarA,Whoa! Sonic the Hedgehog on iPod Touch! But 6 bucks
722055,0,2261376086,Sat Jun 20 20:41:43 PDT 2009,horse8978,@chips99 @Shazification boo  im prolly gonna go to bed too haha
727962,0,2262951791,Sat Jun 20 23:36:12 PDT 2009,aagw,i miss you and wanna see you
455552,0,2070989719,Sun Jun 07 18:38:42 PDT 2009,tltenis,http://twitpic.com/6vlgl - Thought Wrigley was being super cute and loving but now we are worried he is sick   He is acting strange
129728,0,1835162872,Mon May 18 05:18:32 PDT 2009,ShannDizzle,@CARAciao hahah im doing maths now  but im tlaking to u on msn
122992,0,1833822575,Mon May 18 00:34:55 PDT 2009,bgmahesh,Karnataka went with BJP and we already have power problems. No power on Hosur road for the last 12 hours
164503,0,1960419350,Fri May 29 07:56:07 PDT 2009,gracewarren,@holliebarden me tooo
784049,0,2324064689,Thu Jun 25 02:11:37 PDT 2009,elvispt,"@Cywolf you bastard. No sun, no beach. "
523298,0,2193076339,Tue Jun 16 07:57:54 PDT 2009,ich_liebe_dich,"Am outside, showered and plants are watered. Sun gone behind a cloud and wind has picked up a bit. "
767764,0,2300684981,Tue Jun 23 14:27:45 PDT 2009,JosefinaK,@MerleO i'll miss you too!!  very much!! love ya♥
515830,0,2190924890,Tue Jun 16 04:05:27 PDT 2009,eeoz,"@blacklamb3 get well soon, Lindze  Hope you're doing ok. I feel for you. I'm not well at the moment either. GF Soup and hugs. xx"
619745,0,2228078665,Thu Jun 18 13:59:45 PDT 2009,nickiantoinette,@_Gregatron pleasee tell @ChoonySpiceDuh not to judgee meee  before i kick her!
614968,0,2226101389,Thu Jun 18 11:32:00 PDT 2009,emmy_563,I'm a big dreamer and that's not really good all the time...  it makes me sad sometimes...
296497,0,1997138158,Mon Jun 01 16:19:16 PDT 2009,laceybenz,making a powerpoint isn't much fun.  wish i could use garage band instead
214147,0,1975167558,Sat May 30 14:35:18 PDT 2009,Selinaxx3,why can people be such arseholes
37937,0,1573121801,Mon Apr 20 23:48:32 PDT 2009,telesilla,Just posted a political rant and deleted it.  I'm just not in the mood for that discussion.
59382,0,1686133440,Sun May 03 03:56:15 PDT 2009,Brook_K220,Off to work again
307864,0,2000570841,Mon Jun 01 22:25:10 PDT 2009,AMF7,@hubbit damn. are you serious? hopefully it will all be cleared up by the morning. you will like her! I'm dealing with the spammers today
502918,0,2187681775,Mon Jun 15 20:38:42 PDT 2009,LaffinAtcha,I missed the 1st 30 minutes   #IACGMOOH
473337,0,2177049206,Mon Jun 15 05:20:27 PDT 2009,freedom1378,My bagel smells beautifully of maple syrup. But the taste is no where to be found
559792,0,2205056178,Wed Jun 17 03:50:36 PDT 2009,c1ndyy,@luhos OH No not poh! im not watching it
75870,0,1695367070,Mon May 04 05:57:31 PDT 2009,saraLDS,"The more I read about this ADHD medication ,seems to me it could do more harm than good?! ! ?  "
6859,0,1469586808,Tue Apr 07 06:49:43 PDT 2009,eddogct,Its F@#&amp;ing snowing!
325656,0,2007528386,Tue Jun 02 12:46:20 PDT 2009,Dorinee,Biiig headache  I think I go to bed tomorrow I have to work ;) Goodnight 'love' &amp; xoxo
185515,0,1968080747,Fri May 29 20:43:27 PDT 2009,CathrynMarie,"skee ball!...im not playing this time, i did @ chuck e cheese tho.my arm hurts frm shootin ball ovr there "
695897,0,2253373962,Sat Jun 20 08:03:47 PDT 2009,RachelDouglas,@kobster nope- I didnt have time  But my sister did! She said it was fun....but she didnt make it
389992,0,2054575100,Sat Jun 06 07:38:53 PDT 2009,Caitygirl26,is bored and really wants to go to the beach today!!!! I think its going 2 rain though!!!
123013,0,1833826912,Mon May 18 00:35:49 PDT 2009,afianka,I can't do the exam
759658,0,2296312520,Tue Jun 23 09:01:47 PDT 2009,DKJ63,"@thatspeaker Wow, that sucks. "
144223,0,1881919648,Fri May 22 05:51:23 PDT 2009,bluze,@BT Man would you please retweet this stolen kit list? My whole studio has just been robbed  - http://bit.ly/lzVB7
33102,0,1564417547,Mon Apr 20 03:23:43 PDT 2009,gns872,@ work
403185,0,2058114405,Sat Jun 06 14:17:38 PDT 2009,SophieJadexo,"weird mood guys, dont like it. its strange here without everyone here, miss them already "
624205,0,2229815396,Thu Jun 18 16:14:43 PDT 2009,MorganGlamGirl,6 days to grind out summer school work then off to PA with HIM before he leaves
98844,0,1793428786,Thu May 14 02:39:40 PDT 2009,BeaMarqz,@trixxaayyy There na ? Awww.  I`ll watch later \/
353538,0,2032535460,Thu Jun 04 11:23:56 PDT 2009,carlysayswhatt,i really kinda wanted a senior.
77848,0,1751061298,Sat May 09 18:34:26 PDT 2009,ilsleymuffin,WOW isn't working  oh pooh
435218,0,2065372523,Sun Jun 07 08:27:38 PDT 2009,Ian_Oliver,"Having a server, PC, hi-fi, homeplug, router, switch and WAP on in your bedroom isn't too comfortable in the warmer months "
159302,0,1956809090,Thu May 28 22:44:42 PDT 2009,meraldace,is naruto's ending is near  http://plurk.com/p/wxcmy
614620,0,2225966599,Thu Jun 18 11:22:01 PDT 2009,luvinmycurves,@phyaflyjones not the shopping party
603026,0,2221550322,Thu Jun 18 05:35:29 PDT 2009,smacula,@shandreen oki
111682,0,1825200309,Sun May 17 04:46:30 PDT 2009,Tisyonk,is there something that i can do from a far ?
6039,0,1469270774,Tue Apr 07 05:50:08 PDT 2009,Suzibear90,awake now  sleep = bad when u have overcooked yourself!
210514,0,1974261105,Sat May 30 12:46:01 PDT 2009,icecreamrick,Where's my ipod when I need it  hot and bored in the car not a good mix.
440883,0,2066859234,Sun Jun 07 11:18:12 PDT 2009,EstelaLanzarin,"This is incredible, I only have famous people on my Twitter: S And the worst thing is that I do not speak English very well "
279377,0,1991772668,Mon Jun 01 07:38:17 PDT 2009,dbfrombrc,@SnowWrite it is unfortunate that clients don't pay invoices often enough for you to be considering factoring accounts receivable...
669967,0,2246425590,Fri Jun 19 17:34:39 PDT 2009,kattyran,So unimpressed that im sick and in bed on a friday!
163912,0,1960138771,Fri May 29 07:29:08 PDT 2009,AdamuAwak,is so sorry for letting her down
591410,0,2217646570,Wed Jun 17 21:10:12 PDT 2009,mochagreeneyes,@msmonicafay so u don't love me no more
5186,0,1469011220,Tue Apr 07 04:49:50 PDT 2009,caitymay,"im sleepy, my head aches and my throat hurts and i want to go home "
705872,0,2256508913,Sat Jun 20 12:52:57 PDT 2009,KatHollywood,Got mugged last night... my purse and all my shit was stolen.. Pretty bummed and still freaked out.   But thankfully I'm OK.
50570,0,1678544154,Sat May 02 07:02:20 PDT 2009,tanyammm,its bank holiday weekend nd i cant do anything
122700,0,1833760794,Mon May 18 00:21:51 PDT 2009,struberi3xc,huhuhu  we fought again. hai. i hope we could still fix this and save our relationship! helppp!!
514478,0,2190622787,Tue Jun 16 03:15:36 PDT 2009,Magicaltrick,"just got out of bed, I haven't slept well in weeks "
524274,0,2193425546,Tue Jun 16 08:26:30 PDT 2009,ashepash,Off to sports i really don't have time but my parents will go mad if i don't go ?! That'll be learning till late tonight
393001,0,2055287133,Sat Jun 06 09:02:34 PDT 2009,MollyFelicityy,@maryviolet  Gutted...No cool hair  Glad you had a nice morning time but sorry to hear about what you text me.&quot;I'M HERE FOR YOU BABE&quot;
274766,0,1990662279,Mon Jun 01 05:26:48 PDT 2009,luke_man40,The Bumblebees hav come out!
237375,0,1980190136,Sun May 31 05:59:42 PDT 2009,heidiheartsyou,"Suuuuummer, hurry up! "
776561,0,2322179473,Wed Jun 24 22:10:39 PDT 2009,taakeachillpill,"@arlasalcedo I don't know who that is. @mainstreet21 me too!  @lifeswings It reminded me of your friend, si Alex. )"
389248,0,2054415379,Sat Jun 06 07:18:09 PDT 2009,Descending,I really had an odd dream last night!! Was straange!!  Seems the people I was going to the fest with are backing out  damn you minival!!!
312743,0,2001591758,Tue Jun 02 01:23:54 PDT 2009,ems_london,@JLSOfficial have fun just a shame the O Williams Appreciation Society won't be there  have loads of fun and see you soon mwah E xxxx
702054,0,2255277258,Sat Jun 20 11:01:28 PDT 2009,laurencailin,i miss my a&amp;h boys a ridiculous amount  they are the best boypals a girl could ask for and know exactly what to buy me to make me smile
636848,0,2234029661,Thu Jun 18 22:18:20 PDT 2009,Lorelai_Bing,"@CHactingNYC Unlike you, me is not on vacay! Have to go to work everyday "
778445,0,2322682722,Wed Jun 24 23:04:01 PDT 2009,rachcsh,@stommped me tooo me toooo! i havent had my lunch!!! boooo...
281043,0,1992205429,Mon Jun 01 08:22:31 PDT 2009,leighannirvine,blah  exam was really hard... piss!
712243,0,2258473024,Sat Jun 20 15:59:05 PDT 2009,farmerBOOM,i actually feel sick. sorry to all the people who took tonight seriously. sorry to people i've upset/hurt etc. i love you all
17413,0,1556280348,Sat Apr 18 22:15:09 PDT 2009,sapphireye,its called the Pacific Ocean!!!
424700,0,2063164526,Sun Jun 07 01:36:15 PDT 2009,iamsoandso,"@corywhorey super annoyed at this twitter phone thing, i cant @ someone i'm confused "
188028,0,1968793520,Fri May 29 22:13:54 PDT 2009,kathleenhaboc,"it's raining  time to get ready, M will get here in a few minutes!"
252597,0,1983776858,Sun May 31 13:48:56 PDT 2009,kanalrattenkind,"@LuciLifeLover yeah, i already figured it out. i don't think that the setting will improve your english. damn,muss noch kunst machen "
744959,0,2267295728,Sun Jun 21 09:56:51 PDT 2009,iman_moinuddin,ARRRG revision is taking up all my time!!!! i want to do something fun
369456,0,2049883348,Fri Jun 05 17:40:16 PDT 2009,twilightgirl828,at home punished!!!!
145256,0,1882167800,Fri May 22 06:21:51 PDT 2009,PartyGurle,@TechStud no fair...there's no where around here that has free hamburger days
66733,0,1691940859,Sun May 03 18:56:23 PDT 2009,TashWitter,why won't anybody follow me
439835,0,2066550789,Sun Jun 07 10:43:57 PDT 2009,Melissa_14x,Back to school tomorrow.  x
105886,0,1823287834,Sat May 16 21:34:43 PDT 2009,room2breathe,i had to turn my volume down for a bit...what songs have been playing...i wanted my song by elton!
509594,0,2189447467,Tue Jun 16 00:03:09 PDT 2009,evaswish,@Shanna_Natalia  - was just reading some of ur updates and I totally agree with u about poor Rob  wow I just read what happened 2day poor
288377,0,1994565102,Mon Jun 01 12:06:54 PDT 2009,violethunter,"Just got home, and there's no dinner!  *tummy growls*"
314507,0,2001989536,Tue Jun 02 02:46:13 PDT 2009,ssroslan,"Bing web search problem still not rectified, more than 3 hours now.. "
329178,0,2011301164,Tue Jun 02 18:48:20 PDT 2009,razzbingo,"@Badger5000 .... all very troubling stuff, gives a person bad bloody dreams  "
303654,0,1999528745,Mon Jun 01 20:22:36 PDT 2009,eeeepchristinaa,@katiemchenry i know  im such an epic fail
371105,0,2050333655,Fri Jun 05 18:29:04 PDT 2009,virtualsarah,Just found out my friends boat capsized last night and he and one other haven't been found!!  pray for the families
644940,0,2236152384,Fri Jun 19 02:59:09 PDT 2009,Schroedinger99,Back; They were very nice 2 us @ St Luke's hospital &amp; saw us on time (sic); Max does not have a broken big toe  ; still v swollen tho
798379,0,2328524364,Thu Jun 25 09:41:07 PDT 2009,taylorshook,"is going to the lake today, wishes my bf would go too "
555768,0,2204138812,Wed Jun 17 01:25:30 PDT 2009,dann63,"oh no, stocktake sale, going to be busy tomorrow night "
784622,0,2324215701,Thu Jun 25 02:35:15 PDT 2009,LibertyKasem,Took ambian and about to sleep if I can ha
464799,0,2175204927,Mon Jun 15 00:21:25 PDT 2009,bmacobama44,I guess she rele hates the lakers ....
168449,0,1962190247,Fri May 29 10:39:49 PDT 2009,mrossana,"@duncangela I tried sooooo hard to work from home today, but failed  Not my fault though."
187631,0,1968691052,Fri May 29 21:59:41 PDT 2009,apbikiniteam,"Oh wow, forgot tonight was the last Jay Leno show "
403643,0,2058222218,Sat Jun 06 14:30:37 PDT 2009,juligonz,I'm forgetting my Spanish  I'm becoming a gringo! :-o
238852,0,1980500546,Sun May 31 06:55:26 PDT 2009,krochetnkat,@Alyssa_Milano Awww. isn't he beautiful! It's very hard to leave them...  They are always so happy to see you when you come home tho...
204328,0,1972590423,Sat May 30 09:30:42 PDT 2009,allMywonders,My hear hurts  And my stomach. But... must... go... to... church.
103577,0,1795750497,Thu May 14 08:18:24 PDT 2009,TheDEXpress,"Oh, hi, everyone! Gray, windy and rainy outside.  Thank God, @frankferragine and @AdamStilesCITY forecasting sunshine by this afternoon..."
671892,0,2247004759,Fri Jun 19 18:26:50 PDT 2009,SelenaDemiJBfan,I need something or someone
228294,0,1978235951,Sat May 30 22:47:26 PDT 2009,brittani1722,Ah wish i could get outta this fog!
590568,0,2217364239,Wed Jun 17 20:45:46 PDT 2009,icarocarlos,@thisisjc Don't say that!
727009,0,2262718617,Sat Jun 20 23:05:15 PDT 2009,ciaomanhatten,@shaynastearns I'm sorry girl  my heart goes out to you.
732635,0,2264114335,Sun Jun 21 02:49:51 PDT 2009,taesuh,@jhipolito before i leave to mexico
189011,0,1969006261,Fri May 29 22:46:36 PDT 2009,lovely_elfie,Dinner was great so was spending time with friends back home  but I have a pretty bad tooth ache at the moment
148055,0,1883000658,Fri May 22 07:50:40 PDT 2009,eugnachs,"well that's sucks, man! to be honest "
227528,0,1978078962,Sat May 30 22:23:17 PDT 2009,lennytoups,@DNACowboy You said this was a romper room...now you won't let me play
578581,0,2213123981,Wed Jun 17 14:58:00 PDT 2009,lightningseed,@StacyDAdkins yep. i haven't lost a pet since i was a kid and never one i was so super attached to.
45688,0,1677217744,Sat May 02 00:59:38 PDT 2009,violetbakes,"@Sazchik oooh good for you, I'm fine thanks, baking for cricket but looking at the cloudy sky and worrying "
440903,0,2066864710,Sun Jun 07 11:18:49 PDT 2009,laurajgraham,"aaah.QT spent with amy, rachel the mad sister and the unforgettable daniel. he's back next week.to bid farwell b4 afghanistan "
587376,0,2216295559,Wed Jun 17 19:17:41 PDT 2009,brittykxx,@realkidpoker that sucks..
777398,0,2322409810,Wed Jun 24 22:34:03 PDT 2009,inlovewithsteff,@danimercado I second that.  BLAAAAHH.
423886,0,2062966855,Sun Jun 07 00:54:26 PDT 2009,Cflosse,"Ha! Try finding a mother's day card on the 7th of June in America, good luck !! But but if u do... pls let me know "
732716,0,2264132349,Sun Jun 21 02:53:24 PDT 2009,KTHNXGTFFUBI,Parents going to see Take That tonight! I WANNA GOOOOOO!
636420,0,2233910600,Thu Jun 18 22:06:13 PDT 2009,peypey89,My beer pong partner just said that i suck  what a jerk
700139,0,2254670527,Sat Jun 20 10:06:18 PDT 2009,Jaxxluvssixx,Trying to cheer up my sick daughter.
673136,0,2247395300,Fri Jun 19 19:02:00 PDT 2009,drea510,oh my gosh!  cant believe  it's barely 7!    today is going by SO slooooooow!!!!!
356641,0,2044355569,Fri Jun 05 09:14:15 PDT 2009,greggles1969,"@jaychannel4 Guessing you've noticed the - erm - downturn of S/boro... Not good is it??? Neal still doesn't love me, by the way "
774472,0,2321532774,Wed Jun 24 21:11:25 PDT 2009,ErinLeeDuhh,@mileycyrus i miss it too! Come get me and we can go back together! I miss In N Out
793802,0,2326757984,Thu Jun 25 07:28:20 PDT 2009,eileentruax,Monetizing your blog @ #NAHJ09. First statement: no one cares about your blog
373464,0,2051014347,Fri Jun 05 19:42:20 PDT 2009,Spiral_Infinity,Trying to find the 5 guys and fries place colorado and i have no idea where its at
711684,0,2258306559,Sat Jun 20 15:42:47 PDT 2009,desilennay,Oh how I hate that I can dream
514851,0,2190716318,Tue Jun 16 03:31:29 PDT 2009,jimmy92233,OMG. someone pulled into my driveway! I see headlights! :| it's the aliens. i know it.  omggg i'm so scared.
363351,0,2047811321,Fri Jun 05 14:13:00 PDT 2009,veddemon,"Home from work. Trying to figure out what's for eats tonight. However when you have a headache, nothing sounds good to cook or eat.  HMMMM"
44456,0,1676869372,Fri May 01 23:30:51 PDT 2009,JustmeAgin,It's confirmed..my Sadie has lymphoma  First day of chemo today..How am I going to handle losing my best friend????
511545,0,2189922967,Tue Jun 16 01:16:11 PDT 2009,Jennjennx3,awe. there's a stray cat on my street. I keep on hearing it meow. I want it  I feel bad
701634,0,2255142592,Sat Jun 20 10:49:20 PDT 2009,tracy_nyc,@NinasFeet i've never had sonic. i feel like i fail at tour because of this.
714210,0,2259058286,Sat Jun 20 16:57:00 PDT 2009,KatarinaKaneff,"By like 9 pm, hopefully. I hate that we don't have any heineken cans other than the 48 I have now "
793336,0,2326595681,Thu Jun 25 07:15:15 PDT 2009,indmix,"@afterworkinc he cant go anywhere .. he is on lockdown. no travel, sux  @projectzeroent u better be there! i have 2 make up 4 yesternight "
209595,0,1974016850,Sat May 30 12:16:32 PDT 2009,smcgahan,"@jonny_no2 Unfortunately, this means no more late night FIFA. "
361517,0,2046949652,Fri Jun 05 12:55:52 PDT 2009,shamiahatesyou,"back to work.  hey, my NY girls.. your rain is here and I don't want it!!! lol take it back!"
108991,0,1824436440,Sun May 17 01:22:33 PDT 2009,gniyiew,omg fatty called from so far away! heh heh. faster come back i miss you fatty!  - http://tweet.sg
485117,0,2181024358,Mon Jun 15 11:15:47 PDT 2009,yeruf,@seyeksirk  that sucks!
599012,0,2220429497,Thu Jun 18 03:03:21 PDT 2009,millerdustin,"@JoeManna 3.0 working well for me too.  Quickpwn was supposed to release today, but they have not.     I miss PDANet"
691139,0,2252174905,Sat Jun 20 05:38:52 PDT 2009,walkthedeadline,"Oh boy, today's The Ultimate Summerblast Festival in Trier, Germany with a killer line-up. Too bad I had no chance to attend it "
618635,0,2227593676,Thu Jun 18 13:23:33 PDT 2009,elenaaaaaaa,i've got hardly any room left on my ipod  and i dont want to delete any songs
279818,0,1991890519,Mon Jun 01 07:50:38 PDT 2009,baiitty,"hates that when i have a chance to sleep in, i ALWAYS get woken up.  "
428730,0,2063987490,Sun Jun 07 04:50:14 PDT 2009,scotttanthonyy,wanted to meet up with people for lunchh butt canttt
559218,0,2204926931,Wed Jun 17 03:30:08 PDT 2009,LilShortround,"@kristianbrodie How are you by the way, missing you over here! "
522511,0,2192785565,Tue Jun 16 07:32:48 PDT 2009,voiceachange,Missed last nights episode of Jon and Kate Plus 8!!!!
532258,0,2196673930,Tue Jun 16 12:47:01 PDT 2009,callieohh,hiding from the thunderstorm
580113,0,2213777503,Wed Jun 17 15:49:55 PDT 2009,leyla586,I hate rainy days
263854,0,1986680451,Sun May 31 19:10:15 PDT 2009,tmawhinney,"Getting ready to cross the stream, a few days diving in Bimini. The bad news: &quot;Squalls out on the Gulf Stream...&quot; "
637496,0,2234204839,Thu Jun 18 22:37:06 PDT 2009,redchinese19,"@HappyCassie @mattspac and now that makes me feel worse about liking it  I'm conflicted, I'm 2/2 I need one more opinion!!!"
130549,0,1835332652,Mon May 18 05:44:44 PDT 2009,MsParkaMsParka,why did I volunteer to help clean out a storage unit... make that 2? missing sleep
467500,0,2175791463,Mon Jun 15 02:00:43 PDT 2009,scifigirl21,"In future episodes Kevin likes a girl called Anya, I am having Buffy Jonas Brothers crossovers stuck in my head "
254637,0,1984302188,Sun May 31 14:50:26 PDT 2009,latrevaherndon,Me no feel so good.
327469,0,2009678055,Tue Jun 02 16:05:38 PDT 2009,Blaggins,"'I'm so 2008, your so 2000' and late. Well glad to see that the lyrical quality of music is on the up and up "
750654,0,2285737228,Mon Jun 22 15:30:53 PDT 2009,kels450,@rideworthwhile you need to keep me updated on andy too cos i'll be on the train
289860,0,1995165787,Mon Jun 01 13:03:16 PDT 2009,Goulitastonic,Exams in a week   DAA STRESSS
731281,0,2263781562,Sun Jun 21 01:47:40 PDT 2009,jasperfrumau,Firefox on Ubuntu does not seem to like linkedin.com. Loading of widgets and contacts never stops..
191357,0,1969612105,Sat May 30 00:36:31 PDT 2009,cravingforchaos,Onig died.  Thank you psycho biology teacher for using a freaking guinea pig for an experiment. RIP Onig.&lt;3 You will be missed.
268213,0,1989358606,Mon Jun 01 01:14:56 PDT 2009,Daddys_pet,@I_Love_titties hypo  i dont get too high very often
119089,0,1827974071,Sun May 17 11:50:00 PDT 2009,Thaylise,"@duranla http://twitpic.com/5df1z - OMG, i wish i could go.. but i'm kinda far away from it.. so.. "
94783,0,1771185704,Mon May 11 23:28:45 PDT 2009,jtn,Insomnia sucks... I thought I got over it
471289,0,2176601146,Mon Jun 15 04:17:50 PDT 2009,TheFungusyOne,was the only kid at the recital with no parents
453341,0,2070283698,Sun Jun 07 17:25:15 PDT 2009,FFVIIKnight,I just finished all 403 pages of Train Man in one sitting. So touching... and inspiring... yet leaving me feeling all lonely
453477,0,2070340582,Sun Jun 07 17:31:23 PDT 2009,nessasos,i want to call to selena but i dont live in usa
446265,0,2068364805,Sun Jun 07 13:57:38 PDT 2009,cathschultzg,So romero is back today. My car is still smashed. Damn
645964,0,2236407790,Fri Jun 19 03:37:53 PDT 2009,jessica_tbh,has got a cold..on my first day of summer holidays!
715233,0,2259357766,Sat Jun 20 17:26:48 PDT 2009,NajimasxOnxFire,Did sooo much shopping today. Hooray for pantie shopping! Still haven't found my dream bathing suit though
610349,0,2224102544,Thu Jun 18 09:05:27 PDT 2009,shelleyjeter,Awe too bad I didt know just left dowtown halfway back home
296085,0,1997036095,Mon Jun 01 16:08:17 PDT 2009,tchaskin,sun burns hurt so bad
341410,0,2015033824,Wed Jun 03 03:29:44 PDT 2009,clairebear_12,just burst into tears for no reason  gay
9160,0,1548636300,Fri Apr 17 21:31:08 PDT 2009,missmariant,i wanna make friends at twitter but enybody follow me just 6?? thts's nothing
21097,0,1557211033,Sun Apr 19 02:40:34 PDT 2009,aeoth,"my XSD generated class is failing, &quot;unable to generate temporary class&quot; "
741691,0,2266335231,Sun Jun 21 08:19:37 PDT 2009,babylizz,&lt;small&gt;Happy Father's Day! Kinda sucks though 'cause my Pops is in Europe.
688232,0,2251477154,Sat Jun 20 03:37:53 PDT 2009,bloodshotskies,i wish you lost weight when you decide NOT to eat fatty food
